0,"","","","","","","","","","","","",""
297,"Observed decadal mean annual temperature change ","Observed decadal mean annual temperature change (deviations from the 1901-1960 average, F) for the Midwest U.S. (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. The early 20th century rate of warming is not simulated by the models, but the late-century rate of warming is similar to the rate of warming in the models.","Midwest","Observed, Simulated","","CLIMATE OF THE MIDWEST U.S.","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
298,"Observed decadal mean seasonal temperature change","Observed decadal mean temperature change (deviations from the 1901-1960 average, F) for the Midwest U.S. for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. The observed amount of 20th century warming is within the envelope of model simulates in winter, spring, and fall, but it is less than model simulations in summer.","Midwest","Observed, Simulated","","CLIMATE OF THE MIDWEST U.S.","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
299,"Observed decadal mean annual precipitation change","Observed decadal mean annual precipitation change (deviations from the 1901-1960 average, %) for the Midwest U.S. (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. Observed precipitation variations are within the model simulations.","Midwest","Observed, Simulated","","CLIMATE OF THE MIDWEST U.S.","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
300,"Observed decadal mean seasonal precipitation change","Observed decadal mean precipitation change (deviations from the 1901-1960 average, %) for the Midwest U.S. for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. Observed seasonal precipitation variations are within model simulations for all seasons.","Midwest","Observed, Simulated","","CLIMATE OF THE MIDWEST U.S.","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
301,"Time series of mean annual temperature simulated vs observational","Time series of mean annual temperature for the Midwest region from observations (blue) and from all available CMIP3 global climate model simulations (black and grey). Black represents the mean and grey indicates the 5 and 95% limits of the model simulations. Model mean and percentile limits were calculated for each year separately and then smoothed. Results are shown for the low (B1) emissions scenario (left) and the high (A2) emissions scenario (right). A total of 74 simulations of the 20th century were used. For the 21st century, there were 40 simulations for the high emissions scenario and 32 for the low emissions scenario. For each model simulation, the annual temperature values were first transformed into anomalies by subtracting the simulations 1901-1960 average from each annual value. Then, the mean bias between model and observations was removed by adding the observed 1901-1960 average to each annual anomaly value from the simulation. For each year, all available model simulations were used to calculate the multi-model mean and the 5th and 95th percentile bounds for that year. Then, the mean and 5th and 95th percentile values were smoothed with a 5-year moving boxcar average.","Midwest","Observed, Simulated","","CLIMATE OF THE MIDWEST U.S.","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
302,"Model temperature change scatterplot","Simulated decadal mean change in annual temperature (F) for the Midwest U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of 30 annual anomaly values from 1981-2010. The model simulated warming by 2015 is not statistically significant but by mid-21st century, all models simulate statistically significant warming.","Midwest","Simulated","","CLIMATE OF THE MIDWEST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
303,"Model precipitation change scatterplot","Simulated decadal mean change in annual precipitation (%) for the Midwest U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of the 30 annual anomaly values from 1981-2010. Many models simulate precipitation changes that are not statistically significant out to the end of the 21st century.","Midwest","Simulated","","CLIMATE OF THE MIDWEST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
304,"Projected greenhouse gas emissions and atmospheric CO2 concentrations","a) Global greenhouse gas (GHG) emissions (GtCO2-equivalent per year) from 2000 to 2100 for two of the SRES scenarios: A2 (red line) and B1 (blue line). Adapted from IPCC (2007) Fig. 3.1. b) Observed annual mean (black line) and projected atmospheric CO2 concentrations (ppm) for two of the SRES scenarios: A2 (red line) and B1 (blue line). Observations are measurements from the Mauna Loa Observatory, Hawaii, from 1958 to 2008. Projections are from two fast carbon cycle models the Bern Model and the Integrated Science Assessment Model (ISAM). Data from IPCC (2012). These graphs show that the CO2 concentrations are comparable under these two scenarios in the early part of the 21st century but diverge greatly by the end of the century.","US","","Greenhouse gas emissions, CO2 concentrations","CLIMATE OF THE CONTIGUOUS UNITED STATES","Laura Stevens","IPCC","","","","",""
305,"Average annual temperature","Average (1981-2010) annual temperature (F) based on National Weather Service Cooperative Observer stations.","US","Observed","","CLIMATE OF THE CONTIGUOUS UNITED STATES","Russell Vose","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
306,"Average annual precipitation","Average (1981-2010) annual precipitation (inches) based on National Weather Service Cooperative Observer stations. ","US","Observed","","CLIMATE OF THE CONTIGUOUS UNITED STATES","Russell Vose","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
307,"Billion Dollar Weather/Climate Disasters","Annual number of climate events causing at least $1 billion in losses in the United States.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
308,"Billion Dollar Weather Disasters 1980 - 2010","Information on each of the billion dollar disasters represented in Fig. 4, including the location, year, dollar loss (in billions), and the type. ","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
309,"Persistent Heat Engulfs Much of the Nation - Summer 2011","Number of 100?F+ days in Summer 2011. Data from NOAAs National Climatic Data Center (NCDC).","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
310,"Total number of hurricane strikes by counties/parishes/boroughs","Number of hurricane strikes in coastal regions for the period 1900-2010. Courtesy of the National Hurricane Center. Taken from http://www.nhc.noaa.gov/climo/#usl.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
311,"Temperature Anomalies","Temperature anomaly (deviations from the 1901-1960 average, F) for annual (black), winter (blue), spring (green), summer (red), and fall (orange), for the contiguous U.S. Dashed lines indicate the best fit by minimizing the chi-square error statistic. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network. Note that the annual time series is on a unique scale.","US","Observed","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
312,"1895-2011 trends in temperature anomaly","1895-2011 trends in temperature anomaly (F/decade) based on a new gridded version of the COOP data from the National Climatic Data Center (R. Vose, personal communication, June 06, 2011) for the six NCA regions of the continental U.S. (including the northern and southern Great Plains), for each season as well as the year as a whole. Only values statistically significant at the 95% confidence level are displayed. Statistical significance of trends was assessed using Kendalls tau coefficient. The test using tau is a non-parametric hypothesis test.","US","Observed","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
313,"Precipitation Anomalies","Precipitation anomaly (deviations from the 1901-1960 average, %) for annual (black), winter (blue), spring (green), summer (red), and fall (orange), for the contiguous U.S. Dashed lines indicate the best fit by minimizing the chi-square error statistic. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network. Note that the annual time series is on a unique scale.","US","Observed","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
314,"1895-2011 trends in precipitation anomaly","1895-2011 trends in precipitation anomaly (inches/decade) based on a new gridded version of the COOP data from the National Climatic Data Center (R. Vose, personal communication, June 06, 2011) for the six NCA regions of the continental U.S. (including the northern and southern Great Plains), for each season as well as the year as a whole. Only values statistically significant at the 95% confidence level are displayed. Statistical significance of trends was assessed using Kendalls tau coefficient. The test using tau is a non-parametric hypothesis test. ","US","Observed","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
315,"Time series of heat and cold wave indices ","Time series of decadal average values of heat and cold wave indices for spells of 4-day duration exceeding the threshold for a 1-in-5 year recurrence, based on a network of 711 long-term stations with less than 10% missing temperature values for the period of 1895-2010. Individual station events are first identified by sorting 4-day running average mean temperature values and selecting the top Y/R events where Y is the number of years with data and R is the recurrence interval. Then, annual grid box values are calculated as the #events/#stations with data. Finally, regional values are calculated as the average values of the grid boxes within the region. The index values are normalized to a long-term average value of 1.0. Heat (cold) wave index values are positive upward (downward). The horizontal labels give the beginning year of the decade.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
316,"Time series of precipitation index","Time series of decadal values of an index (standardized to 1) of the number of 2-day precipitation totals exceeding a threshold for a 1 in 5-year occurrence for 7 regions and the U.S. as a whole. This was based on an individual analysis of 930 long-term stations. Station time series of the annual number of events were gridded and then regional annual values were determined by averaging grid points within the region. Finally, the results were averaged over decadal periods.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
317,"Annual growing season anomalies ","Annual growing season anomalies shown as number of days per year, for the coterminous U.S. (top), Western U.S. (red) and eastern U.S. (blue) (bottom). Length of the growing season is defined as the period between the last occurrence of 32F in the spring and first occurrence of 32F in the fall. Annual values have been smoothed with an 11-year moving average filter. Based on data from the National Climatic Data Center for the NWS Cooperative Observer Network and updated from Kunkel et al. (2004).","US","Observed","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
318,"Great Lakes hydrographs","Hydrographs of lake levels for each of the Great Lakes from 1860 to 2010. The linear trend of the lake level time series are shown by the straight black lines. Some fluctuations are noted across the lakes while other variability is specific to a particular lake. Data from the NOAA Great Lakes Environmental Research Laboratory. The trend for Michigan-Huron is downward and statistically significant.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","GLERL","","","","",""
319,"Fluctuation in water-surface altitude of Gilbert Bay (south part), Great Salt Lake, 1847 to present","Great Salt Lake elevation, estimated and observed, from USGS. Taken from www.greatsaltlakeinfo.org","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Lake Levels in the Great Salt Lake","http://greatsaltlakeinfo.org/Data/LakeLevels","","","",""
320,"Long-term change in ice-cover duration for Lake Mendota, WI","Long-term change in ice-cover duration for Lake Mendota, WI. The 10 coldest (?) and 10 warmest (?) extreme winters are indicated. From Magnuson (2010). There has been a consistent downward trend and 4 of the 10 shortest ice cover seasons occurred in the 1990s and 2000s.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
321,"Time series of annual averaged ice area for the Great Lakes","Time series of annual averaged ice area for the Great Lakes. From Wang et al. (2010).There has been a general downward trend over the last 30 years.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
322,"Lake Ice Cover","Date of ice-in on the main portion of Lake Champlain. Asterisks denote years in which the Lake remained ice-fee. Data from NOAA http://www.erh.noaa.gov/btv/climo/lakeclose.shtml.","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","DATES OF LAKE CHAMPLAIN CLOSING","http://www.erh.noaa.gov/btv/climo/lakeclose.shtml","","","",""
323,"Surface water temperatures ","Surface water temperatures in four sub-basins of Lake Ontario in August, from (Dobiesz; Lester 2009).","US","","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","","","","","",""
324,"NARCCAP Models Listing","Combinations of the 4 GCMs and 6 RCMs that make up the 9 NARCCAP dynamically-downscaled model simulations. For detailed characteristics and documentation of the NARCCAP models, see:http://www.narccap.ucar.edu/data/model-info.html","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
325,"CMIP3, MULTI-MODEL MEAN SIMULATION Temperature Difference (F) from 1971-2000","Simulated difference in mean annual temperature (F) for the contiguous United States, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. These fields are multi-model means from the 15 CMIP3 global climate simulations for the high (A2) and low (B1) emissions scenarios. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in temperature, and more than 67% agree on the sign of the change (see text). Temperature changes increase throughout the 21st century, more rapidly for the high emissions scenario.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3_TTest","","","","",""
326,"NARCCAP, SRES A2, TEMPERATURE CHANGE","Simulated difference in annual and seasonal mean temperature (F) for the contiguous United States, for 2041-2070 with respect to the reference period of 1971-2000. These fields are multi-model means from 9 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that the color scale is different from that of Fig. 19. Annual temperature changes for the NARCCAP simulations are similar to those for the CMIP3 global models (Fig. 19, middle left panel). Seasonal changes are greatest for summer and smallest for spring.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
327,"Model mean temperature scatterplot (annual)","Simulated annual mean temperature change (F) for the contiguous United States, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (SRESA2) and low (SRESB1) emissions scenarios. Also shown for 2041-2070 (high emissions scenario only) are values for the 9 NARCCAP models (NARCCAP), as well as for the 4 GCMs used to drive the NARCCAP simulations (NARCCAP_GCMs). The small plus signs (+) indicate each individual model and the circles depict the multi-model means. The range of model-simulated changes is large compared to the mean differences between A2 and B1 in the early and middle 21st century. By the end of the 21st century, the difference between A2 and B1 is comparable to the range of B1 simulations","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
328,"Model mean temperature distribution summary (annual)","Distribution of the simulated annual mean change in temperature (F) from the 15 CMIP3 models for the contiguous United States. The lowest, 25th percentile, median, 75th percentile and highest values are given for the high (A2) and low (B1) emissions scenarios, and for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
329,"Model mean temperature scatterplot (seasonal)","Simulated seasonal mean temperature change (F) for the contiguous United States, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (A2) emissions scenario. The small plus signs (+) indicate each individual model and the circles depict the multi-model means. Seasons are indicated as follows: winter (DJF, December-January-February), spring (MAM, March-April-May), summer (JJA, June-July-August), and fall (SON, September-October-November). The range of individual model-simulated changes is large compared to the differences among seasons and comparable to the differences between periods. ","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
330,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS TMAX > 95F","Simulated difference in the mean annual number of days with a maximum temperature greater than 95F (TMAX > 95F) for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change (see text). Mean annual number of days with TMAX > 95F for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with TMAX > 95F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. The changes are upward everywhere. Increases are smallest in the northern U.S. and at high elevations and largest in the far southwest.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
331,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS TMIN < 10F","Simulated difference in the mean annual number of days with a minimum temperature less than 10F (TMIN < 10F) for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change (see text). Mean annual number of days with TMIN < 10F for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with TMIN < 10F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Decreases are largest at high elevations and are smallest in the south and west, in a pattern similar to the present-day climatology.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
332,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS TMIN < 32F","Simulated difference in the mean annual number of days with a minimum temperature less than 32F (TMIN < 32F) for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change (see text) (see text). Mean annual number of days with TMIN < 32F for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with TMIN < 32F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Changes are downward everywhere. Decreases are largest in the western U.S. and are smallest in the far southeast.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
333,"NARCCAP, SRES A2, ANNUAL MAXIMUM NUMBER OF CONSECUTIVE DAYS TMAX > 95","Simulated difference in the mean annual maximum number of consecutive days with a maximum temperature greater than 95F (TMAX > 95F) for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of consecutive days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of consecutive days, and more than 67% agree on the sign of the change (see text). Mean annual maximum number of consecutive days with TMAX > 95F for the 1980-2000 reference period (bottom left). Simulated mean annual maximum number of consecutive days with TMAX > 95F for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. Increases are largest in the southwest U.S. and smallest in the north and areas of high elevation, with a pattern similar to the present-day climatology.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
334,"NARCCAP, SRES A2, LENGTH OF FROST-FREE SEASON","Simulated difference in the mean annual length of the frost-free season for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the length of the frost-free season, and more than 67% agree on the sign of the change (see text).Mean annual length of the frost-free season for the 1980-2000 reference period (bottom left). Simulated mean annual length of the frost-free season for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. The length of the frost-freeze season is simulated to increase throughout the U.S., with the greatest changes in the west.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
335,"NARCCAP, SRES A2, ANNUAL TOTAL COOLING DEGREE DAYS","Simulated difference in the mean annual number of cooling degree days for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of cooling degree days, and more than 67% agree on the sign of the change (see text). Mean annual number of cooling degree days for the 1980-2000 reference period (bottom left). Simulated mean annual number of cooling degree days for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are different. There are increases everywhere with the changes becoming larger from northwest to southeast.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
336,"NARCCAP, SRES A2, ANNUAL TOTAL HEATING DEGREE DAYS","Simulated difference in the mean annual number of heating degree days for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of heating degree days, and more than 67% agree on the sign of the change (see text). Mean annual number of heating degree days for the 1980-2000 reference period (bottom left). Simulated mean annual number of heating degree days for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. There are decreases everywhere with the largest changes in high elevation areas.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
337,"CMIP3, MULTI-MODEL MEAN SIMULATION Precipitation Difference (%) from 1971-2000","Simulated difference in mean annual precipitation (%) for the contiguous United States, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. These projections are multi-model means from the 15 CMIP3 global climate simulations for the high (A2) and low (B1) emissions scenarios. Color only (category 1) indicates that less than 50% of the models show a statistically significant change in precipitation. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in precipitation, and more than 67% agree on the sign of the change. Whited out areas (category 2) indicate that more than 50% of the models show a statistically significant change in precipitation, but less than 67% agree of the sign of the change (see text). Generally, the models simulate increases in the north and decreases in the south of the U.S.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3_TTest","","","","",""
338,"NARCCAP, SRES A2, PRECIPITATION CHANGE","Simulated difference in mean annual and seasonal precipitation (%) for the contiguous United States, for 2041-2070 with respect to the reference period of 1971-2000. These projections are multi-model means from 9 NARCCAP regional climate simulations for the high (A2) emissions scenario. Note that top and bottom color scales are unique, and different from that of Fig. 30. The annual change is upward in the northern and eastern U.S. and downward in the southwest. Changes are mostly upward in winter, spring, and fall, and downward in summer. ","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
339,"Model mean precipitation scatterplot (annual)","Simulated annual mean precipitation change (%) for the contiguous United States, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (SRESA2) and low (SRESB1) emissions scenarios. Also shown for 2041-2070 (high emissions scenario only) are values for the 9 NARCCAP models (NARCCAP), as well as for the 4 GCMs used to drive the NARCCAP simulations (NARCCAP_GCMs). The small plus signs (+) indicate each individual model and the circles depict the multi-model means. The range of model-simulated changes is very large compared to the mean changes and to differences between the A2 and B1 scenarios.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
340,"Model mean precipitation scatterplot (seasonal)","Simulated seasonal mean precipitation change (%) for the contiguous United States, for each future time period (2021-2050, 2041-2070, and 2071-2099) with respect to the reference period of 1971-2000. Values are given for all 15 CMIP3 models for the high (A2) emissions scenario. Also shown are values for the 9 NARCCAP models (NARCCAP) for 2041-2070. The small plus signs (+) indicate each individual model and the circles depict the multi-model means. Seasons are indicated as follows: winter (DJF, December-January-February), spring (MAM, March-April-May), summer (JJA, June-July-August), and fall (SON, September-October-November). The range of model-simulated changes is large compared to the mean changes and to differences between the seasons.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
341,"NARCCAP, SRES A2, ANNUAL NUMBER OF DAYS PRECIPITATION > 1 INCH","Simulated percentage difference in the mean annual number of days with precipitation of greater than one inch for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of days, and more than 67% agree on the sign of the change. Whited out areas (category 2) indicate that more than 50% of the models show a statistically significant change in the number of days, but less than 67% agree of the sign of the change (see text). Mean annual number of days with precipitation of greater than one inch for the 1980-2000 reference period (bottom left). Simulated mean annual number of days with precipitation of greater than one inch for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. The models simulate decreases in parts of the southwest U.S., with increases across the remainder of the region.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
342,"NARCCAP, SRES A2, MAXIMUM CONSECUTIVE NUMBER OF DAYS PRECIP < 3MM","Simulated difference in the mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the contiguous United States, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of consecutive days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of consecutive days, and more than 67% agree on the sign of the change. Whited out areas (category 2) indicate that more than 50% of the models show a statistically significant change in the number of consecutive days, but less than 67% agree of the sign of the change (see text). Mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the 1980-2000 reference period (bottom left). Simulated mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. The models simulate increases over the majority of the U.S., with the greatest changes in the southwest.","US","Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
343,"Observed decadal mean annual temperature change ","Observed decadal mean annual temperature change (deviations from the 1901-1960 average, F) for the contiguous United States (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario.","US","Observed, Simulated","","CLIMATE OF THE CONTIGUOUS UNITED STATES","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
